WARN   | wrapper  | 2013/05/05 23:50:48 | Unable to write to the configured log directory: /Users/fly/develop/elasticsearch-0.90.0/logs (No such file or directory)
INFO   | jvm 1    | 2013/05/05 23:51:02 | 	at org.elasticsearch.common.inject.spi.Elements$RecordingBinder.install(Elements.java:201)
INFO   | jvm 1    | 2013/05/05 23:51:02 | 	at org.elasticsearch.common.inject.spi.Elements.getElements(Elements.java:82)
INFO   | jvm 1    | 2013/05/05 23:51:02 | 	at org.elasticsearch.common.inject.InjectorShell$Builder.build(InjectorShell.java:130)
INFO   | jvm 1    | 2013/05/05 23:51:02 | 	at org.elasticsearch.common.inject.InjectorBuilder.build(InjectorBuilder.java:99)
INFO   | jvm 1    | 2013/05/05 23:51:02 | 	at org.elasticsearch.common.inject.InjectorImpl.createChildInjector(InjectorImpl.java:129)
INFO   | jvm 1    | 2013/05/05 23:51:02 | 	at org.elasticsearch.common.inject.ModulesBuilder.createChildInjector(ModulesBuilder.java:66)
INFO   | jvm 1    | 2013/05/05 23:51:02 | 	at org.elasticsearch.indices.InternalIndicesService.createIndex(InternalIndicesService.java:380)
INFO   | jvm 1    | 2013/05/05 23:51:02 | 	... 7 more
INFO   | jvm 1    | 2013/05/05 23:51:02 | Caused by: org.elasticsearch.common.settings.NoClassSettingsException: Failed to load class setting [type] with value [pinyin]
INFO   | jvm 1    | 2013/05/05 23:51:02 | 	at org.elasticsearch.common.settings.ImmutableSettings.loadClass(ImmutableSettings.java:347)
INFO   | jvm 1    | 2013/05/05 23:51:02 | 	at org.elasticsearch.common.settings.ImmutableSettings.getAsClass(ImmutableSettings.java:335)
INFO   | jvm 1    | 2013/05/05 23:51:02 | 	at org.elasticsearch.index.analysis.AnalysisModule.configure(AnalysisModule.java:298)
INFO   | jvm 1    | 2013/05/05 23:51:02 | 	... 15 more
INFO   | jvm 1    | 2013/05/05 23:51:02 | Caused by: java.lang.ClassNotFoundException: org.elasticsearch.index.analysis.pinyin.PinyinTokenizerFactory
INFO   | jvm 1    | 2013/05/05 23:51:02 | 	at java.net.URLClassLoader$1.run(URLClassLoader.java:202)
INFO   | jvm 1    | 2013/05/05 23:51:02 | 	at java.security.AccessController.doPrivileged(Native Method)
INFO   | jvm 1    | 2013/05/05 23:51:02 | 	at java.net.URLClassLoader.findClass(URLClassLoader.java:190)
INFO   | jvm 1    | 2013/05/05 23:51:02 | 	at java.lang.ClassLoader.loadClass(ClassLoader.java:306)
INFO   | jvm 1    | 2013/05/05 23:51:02 | 	at sun.misc.Launcher$AppClassLoader.loadClass(Launcher.java:301)
INFO   | jvm 1    | 2013/05/05 23:51:02 | 	at java.lang.ClassLoader.loadClass(ClassLoader.java:247)
INFO   | jvm 1    | 2013/05/05 23:51:02 | 	at org.elasticsearch.common.settings.ImmutableSettings.loadClass(ImmutableSettings.java:345)
INFO   | jvm 1    | 2013/05/05 23:51:02 | 	... 17 more
STATUS | wrapper  | 2013/05/05 23:51:55 | INT trapped.  Shutting down.
INFO   | jvm 1    | 2013/05/05 23:51:55 | [2013-05-05 23:51:55,873][INFO ][node                     ] [FLY] {0.90.0}[69842]: stopping ...
INFO   | jvm 1    | 2013/05/05 23:51:55 | [2013-05-05 23:51:55,920][INFO ][node                     ] [FLY] {0.90.0}[69842]: stopped
INFO   | jvm 1    | 2013/05/05 23:51:55 | [2013-05-05 23:51:55,920][INFO ][node                     ] [FLY] {0.90.0}[69842]: closing ...
INFO   | jvm 1    | 2013/05/05 23:51:55 | [2013-05-05 23:51:55,925][INFO ][node                     ] [FLY] {0.90.0}[69842]: closed
STATUS | wrapper  | 2013/05/05 23:51:56 | <-- Wrapper Stopped
WARN   | wrapper  | 2013/05/05 23:51:57 | Unable to write to the configured log directory: /Users/fly/develop/elasticsearch-0.90.0/logs (No such file or directory)
WARN   | wrapper  | 2013/05/05 23:51:57 |   The directory does not exist.
WARN   | wrapper  | 2013/05/05 23:51:57 | Unable to write to the configured log file: /Users/fly/develop/elasticsearch-0.90.0/logs/service.log (No such file or directory)
WARN   | wrapper  | 2013/05/05 23:51:57 |   Falling back to the default file in the current working directory: wrapper.log
STATUS | wrapper  | 2013/05/05 23:51:57 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/05/05 23:51:57 | Java Service Wrapper Community Edition 64-bit 3.5.14
STATUS | wrapper  | 2013/05/05 23:51:57 |   Copyright (C) 1999-2011 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/05/05 23:51:57 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/05/05 23:51:57 | 
STATUS | wrapper  | 2013/05/05 23:51:57 | Launching a JVM...
INFO   | jvm 1    | 2013/05/05 23:51:57 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/05/05 23:51:58 | log4j:ERROR setFile(null,true) call failed.
INFO   | jvm 1    | 2013/05/05 23:51:58 | java.io.FileNotFoundException: /Users/fly/log/elasticsearch/elasticsearch.log (Permission denied)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at java.io.FileOutputStream.openAppend(Native Method)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at java.io.FileOutputStream.<init>(FileOutputStream.java:192)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at java.io.FileOutputStream.<init>(FileOutputStream.java:116)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at org.apache.log4j.FileAppender.setFile(FileAppender.java:294)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at org.apache.log4j.FileAppender.activateOptions(FileAppender.java:165)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at org.apache.log4j.DailyRollingFileAppender.activateOptions(DailyRollingFileAppender.java:223)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at org.apache.log4j.config.PropertySetter.activate(PropertySetter.java:307)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at org.apache.log4j.config.PropertySetter.setProperties(PropertySetter.java:172)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at org.apache.log4j.config.PropertySetter.setProperties(PropertySetter.java:104)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at org.apache.log4j.PropertyConfigurator.parseAppender(PropertyConfigurator.java:842)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at org.apache.log4j.PropertyConfigurator.parseCategory(PropertyConfigurator.java:768)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at org.apache.log4j.PropertyConfigurator.configureRootCategory(PropertyConfigurator.java:648)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at org.apache.log4j.PropertyConfigurator.doConfigure(PropertyConfigurator.java:514)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at org.apache.log4j.PropertyConfigurator.configure(PropertyConfigurator.java:440)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at org.elasticsearch.common.logging.log4j.LogConfigurator.configure(LogConfigurator.java:111)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at org.elasticsearch.bootstrap.Bootstrap.setupLogging(Bootstrap.java:91)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at org.elasticsearch.bootstrap.Bootstrap.main(Bootstrap.java:175)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at org.elasticsearch.bootstrap.ElasticSearchF.main(ElasticSearchF.java:15)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at java.lang.reflect.Method.invoke(Method.java:597)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at org.tanukisoftware.wrapper.WrapperSimpleApp.run(WrapperSimpleApp.java:290)
INFO   | jvm 1    | 2013/05/05 23:51:58 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/05 23:51:58 | log4j:ERROR Either File or DatePattern options are not set for appender [file].
INFO   | jvm 1    | 2013/05/05 23:51:58 | [2013-05-05 23:51:58,099][INFO ][node                     ] [FLY] {0.90.0}[69947]: initializing ...
INFO   | jvm 1    | 2013/05/05 23:51:58 | [2013-05-05 23:51:58,104][INFO ][plugins                  ] [FLY] loaded [], sites []
INFO   | jvm 1    | 2013/05/05 23:51:59 | [2013-05-05 23:51:59,710][INFO ][node                     ] [FLY] {0.90.0}[69947]: initialized
INFO   | jvm 1    | 2013/05/05 23:51:59 | [2013-05-05 23:51:59,710][INFO ][node                     ] [FLY] {0.90.0}[69947]: starting ...
INFO   | jvm 1    | 2013/05/05 23:51:59 | [2013-05-05 23:51:59,787][INFO ][transport                ] [FLY] bound_address {inet[/0:0:0:0:0:0:0:0%0:9300]}, publish_address {inet[/192.168.1.202:9300]}
INFO   | jvm 1    | 2013/05/05 23:52:02 | [2013-05-05 23:52:02,814][INFO ][cluster.service          ] [FLY] new_master [FLY][_A2-G_joRembcj1sZJPAWA][inet[/192.168.1.202:9300]]{master=true}, reason: zen-disco-join (elected_as_master)
INFO   | jvm 1    | 2013/05/05 23:52:02 | [2013-05-05 23:52:02,853][INFO ][discovery                ] [FLY] elasticsearch/_A2-G_joRembcj1sZJPAWA
INFO   | jvm 1    | 2013/05/05 23:52:02 | [2013-05-05 23:52:02,862][INFO ][http                     ] [FLY] bound_address {inet[/0:0:0:0:0:0:0:0%0:9200]}, publish_address {inet[/192.168.1.202:9200]}
INFO   | jvm 1    | 2013/05/05 23:52:02 | [2013-05-05 23:52:02,862][INFO ][node                     ] [FLY] {0.90.0}[69947]: started
INFO   | jvm 1    | 2013/05/05 23:52:02 | [2013-05-05 23:52:02,901][INFO ][gateway                  ] [FLY] recovered [0] indices into cluster_state
STATUS | wrapper  | 2013/05/05 23:52:04 | INT trapped.  Shutting down.
INFO   | jvm 1    | 2013/05/05 23:52:04 | [2013-05-05 23:52:04,809][INFO ][node                     ] [FLY] {0.90.0}[69947]: stopping ...
INFO   | jvm 1    | 2013/05/05 23:52:04 | [2013-05-05 23:52:04,845][INFO ][node                     ] [FLY] {0.90.0}[69947]: stopped
INFO   | jvm 1    | 2013/05/05 23:52:04 | [2013-05-05 23:52:04,845][INFO ][node                     ] [FLY] {0.90.0}[69947]: closing ...
INFO   | jvm 1    | 2013/05/05 23:52:04 | [2013-05-05 23:52:04,851][INFO ][node                     ] [FLY] {0.90.0}[69947]: closed
STATUS | wrapper  | 2013/05/05 23:52:05 | <-- Wrapper Stopped
WARN   | wrapper  | 2013/05/05 23:52:28 | Unable to write to the configured log directory: /Users/fly/develop/elasticsearch-0.90.0/logs (No such file or directory)
WARN   | wrapper  | 2013/05/05 23:52:28 |   The directory does not exist.
WARN   | wrapper  | 2013/05/05 23:52:28 | Unable to write to the configured log file: /Users/fly/develop/elasticsearch-0.90.0/logs/service.log (No such file or directory)
WARN   | wrapper  | 2013/05/05 23:52:28 |   Falling back to the default file in the current working directory: wrapper.log
STATUS | wrapper  | 2013/05/05 23:52:28 | --> Wrapper Started as Console
STATUS | wrapper  | 2013/05/05 23:52:28 | Java Service Wrapper Community Edition 64-bit 3.5.14
STATUS | wrapper  | 2013/05/05 23:52:28 |   Copyright (C) 1999-2011 Tanuki Software, Ltd. All Rights Reserved.
STATUS | wrapper  | 2013/05/05 23:52:28 |     http://wrapper.tanukisoftware.com
STATUS | wrapper  | 2013/05/05 23:52:28 | 
STATUS | wrapper  | 2013/05/05 23:52:28 | Launching a JVM...
INFO   | jvm 1    | 2013/05/05 23:52:28 | WrapperManager: Initializing...
INFO   | jvm 1    | 2013/05/05 23:52:28 | [2013-05-05 23:52:28,898][INFO ][node                     ] [FLY] {0.90.0}[70036]: initializing ...
INFO   | jvm 1    | 2013/05/05 23:52:28 | [2013-05-05 23:52:28,902][INFO ][plugins                  ] [FLY] loaded [], sites []
INFO   | jvm 1    | 2013/05/05 23:52:30 | [2013-05-05 23:52:30,520][INFO ][node                     ] [FLY] {0.90.0}[70036]: initialized
INFO   | jvm 1    | 2013/05/05 23:52:30 | [2013-05-05 23:52:30,520][INFO ][node                     ] [FLY] {0.90.0}[70036]: starting ...
INFO   | jvm 1    | 2013/05/05 23:52:30 | [2013-05-05 23:52:30,596][INFO ][transport                ] [FLY] bound_address {inet[/0:0:0:0:0:0:0:0%0:9300]}, publish_address {inet[/192.168.1.202:9300]}
INFO   | jvm 1    | 2013/05/05 23:52:33 | [2013-05-05 23:52:33,616][INFO ][cluster.service          ] [FLY] new_master [FLY][k9mYgsg1RziFaFm94nz2zA][inet[/192.168.1.202:9300]]{master=true}, reason: zen-disco-join (elected_as_master)
INFO   | jvm 1    | 2013/05/05 23:52:33 | [2013-05-05 23:52:33,646][INFO ][discovery                ] [FLY] elasticsearch/k9mYgsg1RziFaFm94nz2zA
INFO   | jvm 1    | 2013/05/05 23:52:33 | [2013-05-05 23:52:33,656][INFO ][http                     ] [FLY] bound_address {inet[/0:0:0:0:0:0:0:0%0:9200]}, publish_address {inet[/192.168.1.202:9200]}
INFO   | jvm 1    | 2013/05/05 23:52:33 | [2013-05-05 23:52:33,656][INFO ][node                     ] [FLY] {0.90.0}[70036]: started
INFO   | jvm 1    | 2013/05/05 23:52:33 | [2013-05-05 23:52:33,689][INFO ][gateway                  ] [FLY] recovered [0] indices into cluster_state
INFO   | jvm 1    | 2013/05/06 11:44:49 | [2013-05-06 11:44:49,611][WARN ][transport.netty          ] [FLY] exception caught on transport layer [[id: 0x90753ac6, /192.168.1.202:49273 => /192.168.1.202:9300]], closing connection
INFO   | jvm 1    | 2013/05/06 11:44:49 | java.io.IOException: Operation timed out
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.FileDispatcher.read0(Native Method)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.SocketDispatcher.read(SocketDispatcher.java:21)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.IOUtil.readIntoNativeBuffer(IOUtil.java:198)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.IOUtil.read(IOUtil.java:166)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.SocketChannelImpl.read(SocketChannelImpl.java:245)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioWorker.read(NioWorker.java:64)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioWorker.process(AbstractNioWorker.java:107)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioWorker.run(AbstractNioWorker.java:88)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioWorker.run(NioWorker.java:178)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 11:44:49 | [2013-05-06 11:44:49,611][WARN ][transport.netty          ] [FLY] exception caught on transport layer [[id: 0x46028b29, /192.168.1.202:49278 => /192.168.1.202:9300]], closing connection
INFO   | jvm 1    | 2013/05/06 11:44:49 | java.io.IOException: Operation timed out
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.FileDispatcher.read0(Native Method)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.SocketDispatcher.read(SocketDispatcher.java:21)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.IOUtil.readIntoNativeBuffer(IOUtil.java:198)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.IOUtil.read(IOUtil.java:166)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.SocketChannelImpl.read(SocketChannelImpl.java:245)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioWorker.read(NioWorker.java:64)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioWorker.process(AbstractNioWorker.java:107)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioWorker.run(AbstractNioWorker.java:88)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioWorker.run(NioWorker.java:178)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 11:44:49 | [2013-05-06 11:44:49,611][WARN ][transport.netty          ] [FLY] exception caught on transport layer [[id: 0x42a22cb0, /192.168.1.202:49279 => /192.168.1.202:9300]], closing connection
INFO   | jvm 1    | 2013/05/06 11:44:49 | java.io.IOException: Operation timed out
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.FileDispatcher.read0(Native Method)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.SocketDispatcher.read(SocketDispatcher.java:21)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.IOUtil.readIntoNativeBuffer(IOUtil.java:198)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.IOUtil.read(IOUtil.java:166)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.SocketChannelImpl.read(SocketChannelImpl.java:245)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioWorker.read(NioWorker.java:64)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioWorker.process(AbstractNioWorker.java:107)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioWorker.run(AbstractNioWorker.java:88)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioWorker.run(NioWorker.java:178)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at java.lang.Thread.run(Thread.java:680)
INFO   | jvm 1    | 2013/05/06 11:44:49 | [2013-05-06 11:44:49,611][WARN ][transport.netty          ] [FLY] exception caught on transport layer [[id: 0x7fca6c26, /192.168.1.202:49272 => /192.168.1.202:9300]], closing connection
INFO   | jvm 1    | 2013/05/06 11:44:49 | java.io.IOException: Operation timed out
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.FileDispatcher.read0(Native Method)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.SocketDispatcher.read(SocketDispatcher.java:21)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.IOUtil.readIntoNativeBuffer(IOUtil.java:198)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.IOUtil.read(IOUtil.java:166)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at sun.nio.ch.SocketChannelImpl.read(SocketChannelImpl.java:245)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioWorker.read(NioWorker.java:64)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioWorker.process(AbstractNioWorker.java:107)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioSelector.run(AbstractNioSelector.java:312)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.AbstractNioWorker.run(AbstractNioWorker.java:88)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.channel.socket.nio.NioWorker.run(NioWorker.java:178)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.util.ThreadRenamingRunnable.run(ThreadRenamingRunnable.java:108)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at org.elasticsearch.common.netty.util.internal.DeadLockProofWorker$1.run(DeadLockProofWorker.java:42)
INFO   | jvm 1    | 2013/05/06 11:44:49 | 	at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895)
